Timestamp,Energy_MWh,Ambient_Temperature_C
2024-01-04 07:00:00,18.09,11.8
2024-01-04 08:00:00,20.06,11.7
2024-01-04 09:00:00,20.21,12.6
2024-01-04 10:00:00,20.87,11.7
2024-01-04 11:00:00,21.29,10.5
2024-01-04 12:00:00,19.55,9.2
2024-01-04 13:00:00,20.69,9.3
2024-01-04 14:00:00,20.58,8.3
2024-01-04 15:00:00,21.71,10.1
2024-01-04 16:00:00,20.96,11.4
2024-01-04 17:00:00,18.06,8.6
2024-01-04 18:00:00,18.08,10.0
2024-01-04 19:00:00,16.81,8.7
2024-01-04 20:00:00,18.44,10.5
2024-01-04 21:00:00,18.01,8.9
2024-01-04 22:00:00,18.12,8.6
2024-01-04 23:00:00,19.84,8.7
2024-01-05 00:00:00,17.08,11.1
2024-01-05 01:00:00,18.86,9.9
2024-01-05 02:00:00,17.79,9.2
2024-01-05 03:00:00,18.21,10.6
2024-01-05 04:00:00,17.91,9.2
2024-01-05 05:00:00,18.03,12.3
2024-01-05 06:00:00,17.54,8.1
2024-01-05 07:00:00,18.15,9.7
2024-01-05 08:00:00,19.97,7.2
2024-01-05 09:00:00,21.33,9.4
2024-01-05 10:00:00,20.47,6.7
2024-01-05 11:00:00,20.61,11.6
2024-01-05 12:00:00,20.95,11.6
2024-01-05 13:00:00,21.8,11.6
2024-01-05 14:00:00,20.75,10.1
2024-01-05 15:00:00,21.02,8.3
2024-01-05 16:00:00,20.5,8.5
2024-01-05 17:00:00,18.7,13.1
2024-01-05 18:00:00,18.64,12.9
2024-01-05 19:00:00,18.97,10.3
2024-01-05 20:00:00,17.82,9.0
2024-01-05 21:00:00,18.63,12.8
2024-01-05 22:00:00,17.93,8.7
2024-01-05 23:00:00,18.71,10.5
2024-01-06 00:00:00,16.93,12.8
2024-01-06 01:00:00,17.22,8.4
2024-01-06 02:00:00,17.08,11.7
2024-01-06 03:00:00,17.09,11.1
2024-01-06 04:00:00,17.06,10.0
2024-01-06 05:00:00,16.95,8.1
2024-01-06 06:00:00,16.81,8.6
2024-01-06 07:00:00,17.19,10.7
2024-01-06 08:00:00,20.52,7.2
2024-01-06 09:00:00,20.54,10.3
2024-01-06 10:00:00,20.57,11.2
2024-01-06 11:00:00,19.99,12.0
2024-01-06 12:00:00,19.3,7.3
2024-01-06 13:00:00,20.76,12.7
2024-01-06 14:00:00,20.8,13.5
2024-01-06 15:00:00,20.84,10.9
2024-01-06 16:00:00,19.51,8.0
2024-01-06 17:00:00,16.84,9.4
2024-01-06 18:00:00,16.19,10.0
2024-01-06 19:00:00,16.88,10.6
2024-01-06 20:00:00,17.52,10.1
2024-01-06 21:00:00,16.84,10.6
2024-01-06 22:00:00,17.32,9.9
2024-01-06 23:00:00,16.98,10.6
2024-01-07 00:00:00,17.1,9.2
2024-01-07 01:00:00,16.38,9.4
2024-01-07 02:00:00,16.96,9.0
2024-01-07 03:00:00,15.91,13.9
2024-01-07 04:00:00,17.22,13.0
2024-01-07 05:00:00,16.32,11.2
2024-01-07 06:00:00,17.9,12.8
2024-01-07 07:00:00,17.57,11.7
2024-01-07 08:00:00,20.3,10.5
2024-01-07 09:00:00,20.49,7.1
2024-01-07 10:00:00,19.5,9.6
2024-01-07 11:00:00,20.83,9.4
2024-01-07 12:00:00,20.26,7.8
2024-01-07 13:00:00,19.61,7.1
2024-01-07 14:00:00,20.69,11.1
2024-01-07 15:00:00,19.54,10.8
2024-01-07 16:00:00,19.38,7.8
2024-01-07 17:00:00,16.57,8.6
2024-01-07 18:00:00,16.99,12.4
2024-01-07 19:00:00,16.32,8.3
2024-01-07 20:00:00,17.67,10.4
2024-01-07 21:00:00,16.86,9.7
2024-01-07 22:00:00,17.3,11.1
2024-01-07 23:00:00,16.57,8.4
2024-01-08 00:00:00,17.14,10.3
2024-01-08 01:00:00,18.2,10.5
2024-01-08 02:00:00,17.12,10.6
2024-01-08 03:00:00,18.01,10.3
2024-01-08 04:00:00,17.41,10.8
2024-01-08 05:00:00,19.46,14.5
2024-01-08 06:00:00,19.0,15.3
2024-01-08 07:00:00,17.95,8.8
2024-01-08 08:00:00,21.2,5.5
2024-01-08 09:00:00,20.72,11.3
2024-01-08 10:00:00,21.34,10.5
2024-01-08 11:00:00,21.35,12.3
2024-01-08 12:00:00,21.22,10.7
2024-01-08 13:00:00,21.67,10.2
2024-01-08 14:00:00,21.62,12.4
2024-01-08 15:00:00,21.43,12.7
2024-01-08 16:00:00,19.93,7.4
2024-01-08 17:00:00,17.39,8.5
2024-01-08 18:00:00,17.95,9.9
2024-01-08 19:00:00,18.1,10.3
2024-01-08 20:00:00,17.42,9.7
2024-01-08 21:00:00,19.32,11.0
2024-01-08 22:00:00,18.99,12.1
2024-01-08 23:00:00,18.68,13.6
2024-01-09 00:00:00,18.19,11.3
2024-01-09 01:00:00,17.76,8.5
2024-01-09 02:00:00,17.53,9.9
2024-01-09 03:00:00,18.06,10.0
2024-01-09 04:00:00,18.27,11.2
2024-01-09 05:00:00,17.49,10.9
2024-01-09 06:00:00,18.62,14.3
2024-01-09 07:00:00,17.86,9.2
2024-01-09 08:00:00,20.16,10.9
2024-01-09 09:00:00,21.08,14.9
2024-01-09 10:00:00,20.71,9.0
2024-01-09 11:00:00,22.0,10.4
2024-01-09 12:00:00,21.13,8.3
2024-01-09 13:00:00,20.38,10.3
2024-01-09 14:00:00,21.12,8.6
2024-01-09 15:00:00,20.48,12.3
2024-01-09 16:00:00,21.61,10.5
2024-01-09 17:00:00,17.62,8.3
2024-01-09 18:00:00,18.15,11.8
2024-01-09 19:00:00,18.73,10.5
2024-01-09 20:00:00,17.59,12.1
2024-01-09 21:00:00,17.11,7.9
2024-01-09 22:00:00,17.82,10.9
2024-01-09 23:00:00,18.71,11.7
2024-01-10 00:00:00,17.19,9.3
2024-01-10 01:00:00,16.38,7.7
2024-01-10 02:00:00,17.81,10.1
2024-01-10 03:00:00,18.56,12.6
2024-01-10 04:00:00,18.86,12.4
2024-01-10 05:00:00,17.72,9.3
2024-01-10 06:00:00,17.58,7.6
2024-01-10 07:00:00,18.53,9.3
2024-01-10 08:00:00,20.02,9.3
2024-01-10 09:00:00,20.94,11.1
2024-01-10 10:00:00,21.12,10.0
2024-01-10 11:00:00,21.12,8.7
2024-01-10 12:00:00,21.01,12.4
2024-01-10 13:00:00,21.09,10.5
2024-01-10 14:00:00,19.89,11.1
2024-01-10 15:00:00,20.36,6.7
2024-01-10 16:00:00,20.78,5.3
2024-01-10 17:00:00,17.26,7.3
2024-01-10 18:00:00,17.97,9.2
2024-01-10 19:00:00,18.38,11.3
2024-01-10 20:00:00,17.4,5.5
2024-01-10 21:00:00,18.45,13.4
2024-01-10 22:00:00,17.59,10.5
2024-01-10 23:00:00,18.21,12.9
2024-01-11 00:00:00,18.18,8.5
2024-01-11 01:00:00,18.22,11.2
2024-01-11 02:00:00,17.77,10.4
2024-01-11 03:00:00,18.33,11.9
2024-01-11 04:00:00,18.36,9.8
2024-01-11 05:00:00,17.12,11.2
2024-01-11 06:00:00,18.84,12.4
2024-01-11 07:00:00,17.75,8.9
2024-01-11 08:00:00,21.31,10.7
2024-01-11 09:00:00,21.26,6.4
2024-01-11 10:00:00,20.5,11.6
2024-01-11 11:00:00,21.08,14.1
2024-01-11 12:00:00,20.65,7.7
2024-01-11 13:00:00,20.63,10.0
2024-01-11 14:00:00,22.09,12.0
2024-01-11 15:00:00,20.63,10.3
2024-01-11 16:00:00,20.81,10.6
2024-01-11 17:00:00,18.07,9.4
2024-01-11 18:00:00,17.36,9.4
2024-01-11 19:00:00,17.84,10.1
2024-01-11 20:00:00,18.21,10.3
2024-01-11 21:00:00,17.65,7.9
2024-01-11 22:00:00,17.99,10.1
2024-01-11 23:00:00,18.1,13.4
2024-01-12 00:00:00,17.21,9.4
2024-01-12 01:00:00,17.97,7.8
2024-01-12 02:00:00,18.9,10.0
2024-01-12 03:00:00,17.92,8.8
2024-01-12 04:00:00,17.9,7.6
2024-01-12 05:00:00,18.42,10.5
2024-01-12 06:00:00,17.27,8.8
2024-01-12 07:00:00,18.78,9.0
2024-01-12 08:00:00,21.19,10.6
2024-01-12 09:00:00,21.56,7.2
2024-01-12 10:00:00,20.34,6.8
2024-01-12 11:00:00,22.1,11.6
2024-01-12 12:00:00,21.06,6.4
2024-01-12 13:00:00,21.13,8.3
2024-01-12 14:00:00,20.81,6.7
2024-01-12 15:00:00,20.83,9.3
2024-01-12 16:00:00,21.74,11.1
2024-01-12 17:00:00,18.15,10.5
2024-01-12 18:00:00,17.54,15.0
2024-01-12 19:00:00,17.71,12.4
2024-01-12 20:00:00,17.78,8.4
2024-01-12 21:00:00,17.97,7.9
2024-01-12 22:00:00,18.57,15.7
2024-01-12 23:00:00,18.88,12.4
2024-01-13 00:00:00,16.2,11.5
2024-01-13 01:00:00,17.15,10.5
2024-01-13 02:00:00,16.2,10.8
2024-01-13 03:00:00,17.14,7.3
2024-01-13 04:00:00,17.04,10.6
2024-01-13 05:00:00,17.28,10.4
2024-01-13 06:00:00,16.45,8.5
2024-01-13 07:00:00,17.59,9.2
2024-01-13 08:00:00,20.88,13.3
2024-01-13 09:00:00,20.33,10.1
2024-01-13 10:00:00,20.41,14.4
2024-01-13 11:00:00,20.0,6.8
2024-01-13 12:00:00,19.61,9.3
2024-01-13 13:00:00,20.18,7.2
2024-01-13 14:00:00,20.64,7.9
2024-01-13 15:00:00,20.43,8.6
2024-01-13 16:00:00,19.76,10.9
2024-01-13 17:00:00,17.29,10.8
2024-01-13 18:00:00,16.27,8.9
2024-01-13 19:00:00,16.9,5.8
2024-01-13 20:00:00,17.59,13.3
2024-01-13 21:00:00,16.07,9.7
2024-01-13 22:00:00,16.26,8.1
2024-01-13 23:00:00,16.98,10.9
2024-01-14 00:00:00,16.96,10.8
2024-01-14 01:00:00,16.4,9.7
2024-01-14 02:00:00,17.29,10.6
2024-01-14 03:00:00,16.96,8.0
2024-01-14 04:00:00,17.12,11.9
2024-01-14 05:00:00,16.49,8.4
2024-01-14 06:00:00,17.47,9.1
2024-01-14 07:00:00,18.02,11.6
2024-01-14 08:00:00,20.07,12.8
2024-01-14 09:00:00,20.08,13.5
2024-01-14 10:00:00,20.53,12.5
2024-01-14 11:00:00,19.82,9.7
2024-01-14 12:00:00,19.69,7.3
2024-01-14 13:00:00,20.72,13.2
2024-01-14 14:00:00,19.39,13.1
2024-01-14 15:00:00,20.59,9.0
2024-01-14 16:00:00,20.29,12.2
2024-01-14 17:00:00,16.8,9.7
2024-01-14 18:00:00,17.32,13.3
2024-01-14 19:00:00,16.94,9.3
2024-01-14 20:00:00,16.6,14.3
2024-01-14 21:00:00,17.97,11.9
2024-01-14 22:00:00,17.44,13.9
2024-01-14 23:00:00,17.2,9.4
2024-01-15 00:00:00,18.63,11.2
2024-01-15 01:00:00,17.37,8.5
2024-01-15 02:00:00,18.48,12.1
2024-01-15 03:00:00,18.12,12.2
2024-01-15 04:00:00,18.98,15.2
2024-01-15 05:00:00,17.11,11.4
2024-01-15 06:00:00,18.16,11.8
2024-01-15 07:00:00,17.67,9.4
2024-01-15 08:00:00,21.4,11.5
2024-01-15 09:00:00,21.23,9.6
2024-01-15 10:00:00,20.74,10.6
2024-01-15 11:00:00,20.75,10.7
2024-01-15 12:00:00,20.95,9.7
2024-01-15 13:00:00,20.64,10.5
2024-01-15 14:00:00,21.42,9.6
2024-01-15 15:00:00,20.81,9.6
2024-01-15 16:00:00,19.83,12.5
2024-01-15 17:00:00,17.92,10.7
2024-01-15 18:00:00,17.63,11.1
2024-01-15 19:00:00,16.97,7.5
2024-01-15 20:00:00,17.54,11.2
2024-01-15 21:00:00,18.24,11.5
2024-01-15 22:00:00,18.66,9.6
2024-01-15 23:00:00,18.65,14.6
2024-01-16 00:00:00,17.32,5.9
2024-01-16 01:00:00,18.46,12.0
2024-01-16 02:00:00,18.0,11.9
2024-01-16 03:00:00,17.84,11.5
2024-01-16 04:00:00,17.54,10.8
2024-01-16 05:00:00,17.31,11.5
2024-01-16 06:00:00,18.06,12.2
2024-01-16 07:00:00,18.02,9.0
2024-01-16 08:00:00,21.09,11.0
2024-01-16 09:00:00,20.84,10.1
2024-01-16 10:00:00,20.39,8.3
2024-01-16 11:00:00,21.53,11.9
2024-01-16 12:00:00,20.31,9.3
2024-01-16 13:00:00,21.17,7.4
2024-01-16 14:00:00,20.48,9.4
2024-01-16 15:00:00,20.54,8.8
2024-01-16 16:00:00,20.55,12.5
2024-01-16 17:00:00,17.86,10.7
2024-01-16 18:00:00,18.85,13.2
2024-01-16 19:00:00,18.21,9.1
2024-01-16 20:00:00,18.75,12.2
2024-01-16 21:00:00,18.91,16.1
2024-01-16 22:00:00,17.61,11.2
2024-01-16 23:00:00,18.09,12.2
2024-01-17 00:00:00,17.84,11.9
2024-01-17 01:00:00,18.46,7.6
2024-01-17 02:00:00,17.61,11.7
2024-01-17 03:00:00,18.6,11.1
2024-01-17 04:00:00,18.49,10.0
2024-01-17 05:00:00,18.82,8.7
2024-01-17 06:00:00,18.02,11.9
2024-01-17 07:00:00,18.25,8.5
2024-01-17 08:00:00,22.66,14.8
2024-01-17 09:00:00,20.8,10.7
2024-01-17 10:00:00,20.07,8.0
2024-01-17 11:00:00,20.05,9.5
2024-01-17 12:00:00,21.39,9.9
2024-01-17 13:00:00,20.63,15.3
2024-01-17 14:00:00,20.72,8.7
2024-01-17 15:00:00,21.29,10.3
2024-01-17 16:00:00,21.07,9.4
2024-01-17 17:00:00,18.4,11.5
2024-01-17 18:00:00,18.09,9.4
2024-01-17 19:00:00,18.5,8.2
2024-01-17 20:00:00,17.57,10.1
2024-01-17 21:00:00,17.69,9.9
2024-01-17 22:00:00,17.58,9.3
2024-01-17 23:00:00,18.4,9.4
2024-01-18 00:00:00,18.78,12.9
2024-01-18 01:00:00,18.26,9.9
2024-01-18 02:00:00,18.46,8.3
2024-01-18 03:00:00,17.41,9.6
2024-01-18 04:00:00,18.94,10.7
2024-01-18 05:00:00,18.59,7.9
2024-01-18 06:00:00,18.79,13.8
2024-01-18 07:00:00,19.16,12.3
2024-01-18 08:00:00,20.55,13.4
2024-01-18 09:00:00,20.91,11.3
2024-01-18 10:00:00,20.31,6.4
2024-01-18 11:00:00,21.76,13.6
2024-01-18 12:00:00,20.4,8.8
2024-01-18 13:00:00,21.32,9.0
2024-01-18 14:00:00,21.82,10.9
2024-01-18 15:00:00,21.72,13.3
2024-01-18 16:00:00,21.45,12.7
2024-01-18 17:00:00,17.79,12.4
2024-01-18 18:00:00,17.61,9.9
2024-01-18 19:00:00,18.66,9.9
2024-01-18 20:00:00,18.55,11.2
2024-01-18 21:00:00,18.05,10.3
2024-01-18 22:00:00,18.06,12.3
2024-01-18 23:00:00,17.25,12.2
2024-01-19 00:00:00,17.69,11.8
2024-01-19 01:00:00,18.56,5.6
2024-01-19 02:00:00,17.49,10.9
2024-01-19 03:00:00,18.18,10.4
2024-01-19 04:00:00,18.64,10.9
2024-01-19 05:00:00,17.33,9.1
2024-01-19 06:00:00,17.94,8.0
2024-01-19 07:00:00,18.66,11.5
2024-01-19 08:00:00,21.04,9.9
2024-01-19 09:00:00,22.66,11.8
2024-01-19 10:00:00,20.14,9.3
2024-01-19 11:00:00,21.91,13.4
2024-01-19 12:00:00,21.22,12.6
2024-01-19 13:00:00,21.55,11.2
2024-01-19 14:00:00,21.29,10.2
2024-01-19 15:00:00,20.91,12.3
2024-01-19 16:00:00,21.3,11.4
2024-01-19 17:00:00,17.23,11.1
2024-01-19 18:00:00,18.62,12.7
2024-01-19 19:00:00,18.54,13.5
2024-01-19 20:00:00,18.17,8.1
2024-01-19 21:00:00,18.42,8.5
2024-01-19 22:00:00,18.13,9.0
2024-01-19 23:00:00,17.88,7.6
2024-01-20 00:00:00,16.66,10.5
2024-01-20 01:00:00,16.88,11.9
2024-01-20 02:00:00,17.7,10.6
2024-01-20 03:00:00,17.72,9.6
2024-01-20 04:00:00,17.22,12.9
2024-01-20 05:00:00,17.16,10.9
2024-01-20 06:00:00,16.73,11.4
2024-01-20 07:00:00,17.93,13.0
2024-01-20 08:00:00,20.42,10.4
2024-01-20 09:00:00,21.5,14.8
2024-01-20 10:00:00,19.59,9.8
2024-01-20 11:00:00,20.33,14.7
2024-01-20 12:00:00,20.03,8.7
2024-01-20 13:00:00,20.54,11.7
2024-01-20 14:00:00,19.88,9.4
2024-01-20 15:00:00,19.9,12.9
2024-01-20 16:00:00,20.46,9.7
2024-01-20 17:00:00,17.53,11.2
2024-01-20 18:00:00,16.53,9.4
2024-01-20 19:00:00,17.98,12.5
2024-01-20 20:00:00,17.57,9.4
2024-01-20 21:00:00,17.51,14.0
2024-01-20 22:00:00,16.96,8.7
2024-01-20 23:00:00,17.12,8.0
2024-01-21 00:00:00,16.88,12.6
2024-01-21 01:00:00,17.01,9.5
2024-01-21 02:00:00,16.04,10.7
2024-01-21 03:00:00,17.5,10.1
2024-01-21 04:00:00,16.08,8.1
2024-01-21 05:00:00,17.86,10.6
2024-01-21 06:00:00,17.21,13.3
2024-01-21 07:00:00,17.21,12.7
2024-01-21 08:00:00,19.85,11.2
2024-01-21 09:00:00,20.2,13.0
2024-01-21 10:00:00,20.62,8.6
2024-01-21 11:00:00,18.82,10.1
2024-01-21 12:00:00,20.84,11.5
2024-01-21 13:00:00,20.27,10.5
2024-01-21 14:00:00,19.47,10.2
2024-01-21 15:00:00,19.34,8.3
2024-01-21 16:00:00,20.55,6.6
2024-01-21 17:00:00,16.82,12.4
2024-01-21 18:00:00,16.59,11.2
2024-01-21 19:00:00,17.87,12.5
2024-01-21 20:00:00,17.21,9.9
2024-01-21 21:00:00,16.51,9.3
2024-01-21 22:00:00,17.23,10.7
2024-01-21 23:00:00,16.78,12.4
2024-01-22 00:00:00,18.63,10.3
2024-01-22 01:00:00,18.82,12.4
2024-01-22 02:00:00,18.2,8.8
2024-01-22 03:00:00,18.28,10.5
2024-01-22 04:00:00,19.0,10.7
2024-01-22 05:00:00,18.37,13.2
2024-01-22 06:00:00,17.58,11.2
2024-01-22 07:00:00,18.71,14.3
2024-01-22 08:00:00,21.9,8.1
2024-01-22 09:00:00,20.65,11.1
2024-01-22 10:00:00,20.99,11.2
2024-01-22 11:00:00,21.46,12.0
2024-01-22 12:00:00,20.94,9.2
2024-01-22 13:00:00,20.98,14.2
2024-01-22 14:00:00,21.69,10.8
2024-01-22 15:00:00,22.07,8.6
2024-01-22 16:00:00,21.23,10.8
2024-01-22 17:00:00,17.62,10.2
2024-01-22 18:00:00,17.92,16.4
2024-01-22 19:00:00,18.47,12.9
2024-01-22 20:00:00,18.69,10.9
2024-01-22 21:00:00,18.35,10.6
2024-01-22 22:00:00,18.32,12.7
2024-01-22 23:00:00,18.04,12.8
2024-01-23 00:00:00,17.01,5.0
2024-01-23 01:00:00,18.68,12.1
2024-01-23 02:00:00,18.6,10.9
2024-01-23 03:00:00,17.1,8.2
2024-01-23 04:00:00,19.11,12.6
2024-01-23 05:00:00,18.88,15.4
2024-01-23 06:00:00,18.95,12.0
2024-01-23 07:00:00,17.69,13.1
2024-01-23 08:00:00,20.82,14.5
2024-01-23 09:00:00,20.9,9.2
2024-01-23 10:00:00,21.02,7.1
2024-01-23 11:00:00,22.17,12.2
2024-01-23 12:00:00,21.45,10.4
2024-01-23 13:00:00,20.74,8.1
2024-01-23 14:00:00,20.61,10.7
2024-01-23 15:00:00,21.9,12.3
2024-01-23 16:00:00,20.63,10.6
2024-01-23 17:00:00,18.8,9.3
2024-01-23 18:00:00,17.95,10.4
2024-01-23 19:00:00,18.93,10.8
2024-01-23 20:00:00,18.09,7.0
2024-01-23 21:00:00,18.05,10.6
2024-01-23 22:00:00,17.62,8.2
2024-01-23 23:00:00,18.1,12.2
2024-01-24 00:00:00,18.05,7.8
2024-01-24 01:00:00,18.39,13.0
2024-01-24 02:00:00,17.77,10.1
2024-01-24 03:00:00,17.95,9.8
2024-01-24 04:00:00,18.24,11.5
2024-01-24 05:00:00,16.91,9.2
2024-01-24 06:00:00,18.43,11.5
2024-01-24 07:00:00,17.52,9.5
2024-01-24 08:00:00,20.46,9.8
2024-01-24 09:00:00,20.38,11.7
2024-01-24 10:00:00,20.03,8.7
2024-01-24 11:00:00,20.22,8.4
2024-01-24 12:00:00,20.84,11.4
2024-01-24 13:00:00,22.12,10.9
2024-01-24 14:00:00,20.92,11.3
2024-01-24 15:00:00,21.31,11.6
2024-01-24 16:00:00,21.36,11.0
2024-01-24 17:00:00,18.33,12.1
2024-01-24 18:00:00,18.13,11.1
2024-01-24 19:00:00,17.15,6.9
2024-01-24 20:00:00,18.52,7.4
2024-01-24 21:00:00,19.44,14.8
2024-01-24 22:00:00,17.31,10.9
2024-01-24 23:00:00,17.83,12.8
2024-01-25 00:00:00,17.95,10.3
2024-01-25 01:00:00,17.67,10.9
2024-01-25 02:00:00,18.32,10.1
2024-01-25 03:00:00,18.28,15.9
2024-01-25 04:00:00,19.29,11.5
2024-01-25 05:00:00,18.64,9.9
2024-01-25 06:00:00,17.93,7.7
2024-01-25 07:00:00,19.07,15.0
2024-01-25 08:00:00,21.68,10.7
2024-01-25 09:00:00,21.03,12.5
2024-01-25 10:00:00,20.92,12.7
2024-01-25 11:00:00,21.11,10.1
2024-01-25 12:00:00,21.73,12.4
2024-01-25 13:00:00,21.11,9.8
2024-01-25 14:00:00,20.17,9.0
2024-01-25 15:00:00,20.99,13.3
2024-01-25 16:00:00,21.09,10.7
2024-01-25 17:00:00,18.22,12.0
2024-01-25 18:00:00,19.23,11.8
2024-01-25 19:00:00,17.6,12.3
2024-01-25 20:00:00,18.1,7.9
2024-01-25 21:00:00,18.78,9.8
2024-01-25 22:00:00,19.24,10.4
2024-01-25 23:00:00,17.79,9.3
2024-01-26 00:00:00,18.5,11.9
2024-01-26 01:00:00,18.69,13.5
2024-01-26 02:00:00,18.54,13.8
2024-01-26 03:00:00,18.05,10.4
2024-01-26 04:00:00,18.45,11.7
2024-01-26 05:00:00,16.99,12.0
2024-01-26 06:00:00,18.63,12.3
2024-01-26 07:00:00,18.05,9.3
2024-01-26 08:00:00,21.42,14.7
2024-01-26 09:00:00,22.37,12.9
2024-01-26 10:00:00,21.02,13.0
2024-01-26 11:00:00,21.21,13.5
2024-01-26 12:00:00,22.28,12.2
2024-01-26 13:00:00,20.55,9.0
2024-01-26 14:00:00,20.87,10.8
2024-01-26 15:00:00,20.77,7.8
2024-01-26 16:00:00,21.67,11.9
2024-01-26 17:00:00,18.24,10.7
2024-01-26 18:00:00,17.52,11.0
2024-01-26 19:00:00,18.15,13.5
2024-01-26 20:00:00,17.78,10.2
2024-01-26 21:00:00,18.08,10.6
2024-01-26 22:00:00,18.39,11.1
2024-01-26 23:00:00,18.01,7.4
2024-01-27 00:00:00,16.23,10.6
2024-01-27 01:00:00,17.21,6.2
2024-01-27 02:00:00,17.19,10.0
2024-01-27 03:00:00,18.04,12.9
2024-01-27 04:00:00,17.49,12.1
2024-01-27 05:00:00,17.61,10.0
2024-01-27 06:00:00,17.42,11.2
2024-01-27 07:00:00,17.64,9.0
2024-01-27 08:00:00,20.44,11.2
2024-01-27 09:00:00,20.71,17.0
2024-01-27 10:00:00,21.69,14.9
2024-01-27 11:00:00,20.64,11.3
2024-01-27 12:00:00,20.5,11.5
2024-01-27 13:00:00,19.35,9.2
2024-01-27 14:00:00,19.38,9.6
2024-01-27 15:00:00,20.4,11.9
2024-01-27 16:00:00,20.15,10.1
2024-01-27 17:00:00,17.06,13.0
2024-01-27 18:00:00,17.56,14.3
2024-01-27 19:00:00,18.04,11.8
2024-01-27 20:00:00,17.55,11.4
2024-01-27 21:00:00,16.27,7.8
2024-01-27 22:00:00,17.28,12.7
2024-01-27 23:00:00,16.55,8.9
2024-01-28 00:00:00,16.91,10.4
2024-01-28 01:00:00,17.18,13.2
2024-01-28 02:00:00,17.16,13.3
2024-01-28 03:00:00,16.47,10.3
2024-01-28 04:00:00,17.04,10.4
2024-01-28 05:00:00,16.76,9.8
2024-01-28 06:00:00,15.48,8.8
2024-01-28 07:00:00,18.09,10.0
2024-01-28 08:00:00,20.41,8.0
2024-01-28 09:00:00,20.14,12.6
2024-01-28 10:00:00,20.28,12.0
2024-01-28 11:00:00,19.72,12.4
2024-01-28 12:00:00,20.84,9.3
2024-01-28 13:00:00,20.9,8.9
2024-01-28 14:00:00,20.28,11.4
2024-01-28 15:00:00,20.72,11.4
